A,N-Z,N,Z,Element,O,ME [keV],Error ME [keV],BINDING ENERGY/A [keV],Error BINDING ENERGY/A [keV],ATOMIC MASS [µu],Error ATOMIC MASS [µu],Extrapolated?
157,31,94,63,Eu,    ,-69458.90800,4.25900,8199.79500,0.02700,156925432.79100,4.57200,False
157,29,93,64,Gd,    ,-70823.47300,1.18900,8203.50400,0.00800,156923967.87000,1.27600,False
157,27,92,65,Tb,    ,-70763.43000,1.22200,8198.13800,0.00800,156924032.32800,1.31100,False
157,25,91,66,Dy,    ,-69424.55800,5.17700,8184.62700,0.03300,156925469.66700,5.55700,False
157,23,90,67,Ho,    ,-66832.83200,23.46900,8163.13600,0.14900,156928251.99900,25.19500,False
157,21,89,68,Er,    ,-63413.63900,26.50500,8136.37500,0.16900,156931922.65500,28.45400,False
157,19,88,69,Tm,   x,-58709.27300,27.94500,8101.42800,0.17800,156936973.00000,30.00000,False
157,17,87,70,Yb,    ,-53421.89800,10.92000,8062.76700,0.07000,156942649.23000,11.72300,False
157,15,86,71,Lu,    ,-46440.52300,12.07800,8013.31700,0.07700,156950144.04500,12.96500,False
157,13,85,72,Hf,  -a,-38903.00000,196.00000,7960.00000,1.00000,156958236.00000,210.00000,True
157,11,84,73,Ta,  IT,-29593.33000,150.06900,7896.04300,0.95600,156968230.25100,161.10500,False
157,9,83,74,W,   x,-19470.00000,400.00000,7827.00000,3.00000,156979098.00000,429.00000,True
158,42,100,58,Ce,   x,-36660.00000,400.00000,8016.00000,3.00000,157960644.00000,429.00000,True
158,40,99,59,Pr,   x,-44330.00000,300.00000,8060.00000,2.00000,157952410.00000,322.00000,True
158,38,98,60,Nd,   x,-54055.00000,200.00000,8116.00000,1.00000,157941970.00000,215.00000,True
158,36,97,61,Pm,    ,-59089.20900,13.45300,8143.25400,0.08500,157936565.12100,14.44200,False
158,34,96,62,Sm,    ,-65250.24300,4.89200,8177.29700,0.03100,157929950.97900,5.25100,False
158,32,95,63,Eu,    ,-67255.18800,10.25500,8185.03500,0.06500,157927798.58100,11.00800,False
158,30,94,64,Gd,    ,-70689.54600,1.18900,8201.81900,0.00800,157924111.64600,1.27600,False
158,28,93,65,Tb,    ,-69470.66800,1.40100,8189.15300,0.00900,157925420.16600,1.50300,False
158,26,92,66,Dy,    ,-70407.34900,2.36500,8190.13000,0.01500,157924414.59700,2.53800,False
158,24,91,67,Ho,   -,-66187.59300,27.10800,8158.47100,0.17200,157928944.69200,29.10100,False
158,22,90,68,Er,    ,-65303.80800,25.21900,8147.92600,0.16000,157929893.47400,27.07400,False
158,20,89,69,Tm,    ,-58703.19400,25.21900,8101.19900,0.16000,157936979.52500,27.07400,False
158,18,88,70,Yb,    ,-56010.23700,7.99400,8079.20300,0.05100,157939870.53400,8.58200,False
158,16,87,71,Lu,  -a,-47212.19000,15.12500,8018.56800,0.09600,157949315.62600,16.23700,False
158,14,86,72,Hf,    ,-42102.39000,17.49400,7981.27600,0.11100,157954801.22200,18.78000,False
158,12,85,73,Ta,  +a,-31167.00000,196.00000,7907.00000,1.00000,157966541.00000,210.00000,True
158,10,84,74,W,  -a,-23633.00000,300.00000,7854.00000,2.00000,157974629.00000,322.00000,True
159,41,100,59,Pr,   x,-41088.00000,400.00000,8039.00000,3.00000,158955890.00000,429.00000,True
159,39,99,60,Nd,   x,-49807.00000,300.00000,8089.00000,2.00000,158946530.00000,322.00000,True
159,37,98,61,Pm,    ,-56554.28000,10.03900,8126.85900,0.06300,158939286.47900,10.77700,False
159,35,97,62,Sm,    ,-62207.77500,5.93400,8157.49500,0.03700,158933217.20200,6.36900,False
159,33,96,63,Eu,    ,-66043.28500,4.32500,8176.69700,0.02700,158929099.61200,4.64300,False
159,31,95,64,Gd,    ,-68561.43600,1.19200,8187.61400,0.00700,158926396.26700,1.27900,False
159,29,94,65,Tb,    ,-69532.36300,1.25600,8188.80000,0.00800,158925353.93300,1.34800,False
159,27,93,66,Dy,    ,-69167.13400,1.52800,8181.58300,0.01000,158925746.02300,1.64000,False
159,25,92,67,Ho,   -,-67329.53400,3.08800,8165.10500,0.01900,158927718.76800,3.31400,False
159,23,91,68,Er,   -,-64561.03400,3.67900,8142.77300,0.02300,158930690.87500,3.94900,False
159,21,90,69,Tm,   x,-60570.39800,27.94500,8112.75400,0.17600,158934975.00000,30.00000,False
159,19,89,70,Yb,   x,-55838.60600,17.79400,8078.07400,0.11200,158940054.78700,19.10200,False
159,17,88,71,Lu,   x,-49708.60400,37.66300,8034.60000,0.23700,158946635.61500,40.43300,False
159,15,87,72,Hf,  -a,-42852.60000,16.81300,7986.56000,0.10600,158953995.83800,18.04900,False
159,13,86,73,Ta,  IT,-34439.14800,19.68900,7928.72500,0.12400,158963028.05200,21.13700,False
159,11,85,74,W,  -a,-25295.00000,298.00000,7866.00000,2.00000,158972845.00000,320.00000,True
159,9,84,75,Re,  IT,-14745.00000,305.00000,7795.00000,2.00000,158984171.00000,327.00000,True
160,42,101,59,Pr,   x,-36520.00000,400.00000,8011.00000,2.00000,159960794.00000,429.00000,True
160,40,100,60,Nd,   x,-47134.00000,300.00000,8073.00000,2.00000,159949400.00000,322.00000,True
160,38,99,61,Pm,   x,-53002.00000,200.00000,8104.00000,1.00000,159943100.00000,215.00000,True
160,36,98,62,Sm,    ,-60234.79300,5.93400,8144.62500,0.03700,159935335.28600,6.37000,False
160,34,97,63,Eu,    ,-63480.46300,9.50100,8160.02100,0.05900,159931850.91600,10.19900,False
160,32,96,64,Gd,    ,-67941.74100,1.27800,8183.01400,0.00800,159927061.53700,1.37100,False
160,30,95,65,Tb,    ,-67836.25700,1.26200,8177.46500,0.00800,159927174.77800,1.35400,False
160,28,94,66,Dy,    ,-69672.73000,0.77200,8184.05400,0.00500,159925203.24400,0.82800,False
160,26,93,67,Ho,   -,-66382.73000,15.02000,8158.60200,0.09400,159928735.20400,16.12400,False
160,24,92,68,Er,    ,-66064.22800,24.25400,8151.72100,0.15200,159929077.13000,26.03700,False
160,22,91,69,Tm,    ,-60302.02800,34.26200,8110.81800,0.21400,159935263.10600,36.78100,False
160,20,90,70,Yb,    ,-58162.70600,7.23300,8092.55700,0.04500,159937559.76300,7.76400,False
160,18,89,71,Lu,   x,-50269.93700,56.82100,8038.33800,0.35500,159946033.00000,61.00000,False
160,16,88,72,Hf,    ,-45938.94300,9.54100,8006.38000,0.06000,159950682.51300,10.24200,False
160,14,87,73,Ta,  -a,-35823.69500,54.31600,7938.27000,0.33900,159961541.67900,58.31000,False
160,12,86,74,W,    ,-29326.45500,149.82700,7892.77200,0.93600,159968516.75300,160.84600,False
160,10,85,75,Re,  -a,-16739.00000,298.00000,7809.00000,2.00000,159982030.00000,320.00000,True
161,41,101,60,Nd,   x,-42588.00000,400.00000,8044.00000,2.00000,160954280.00000,429.00000,True
161,39,100,61,Pm,   x,-50235.00000,298.00000,8087.00000,2.00000,160946070.00000,320.00000,True
161,37,99,62,Sm,    ,-56671.96200,6.81700,8122.04100,0.04200,160939160.14300,7.31800,False
161,35,98,63,Eu,    ,-61791.52400,10.39900,8148.98000,0.06500,160933664.06600,11.16400,False
161,33,97,64,Gd,  -n,-65505.82400,1.62200,8167.19100,0.01000,160929676.60200,1.74100,False
161,31,96,65,Tb,    ,-67461.58900,1.35000,8174.47900,0.00800,160927577.00100,1.44900,False
161,29,95,66,Dy,    ,-68055.80100,0.76800,8173.31000,0.00500,160926939.08800,0.82400,False
161,27,94,67,Ho,    ,-67197.27000,2.24200,8163.11900,0.01400,160927860.75900,2.40600,False
161,25,93,68,Er,  +n,-65201.60800,8.78000,8145.86400,0.05500,160930003.19100,9.42500,False
161,23,92,69,Tm,   x,-61898.70800,27.94500,8120.49000,0.17400,160933549.00000,30.00000,False
161,21,91,70,Yb,   x,-57839.40000,15.35400,8090.41700,0.09500,160937906.84600,16.48300,False
161,19,90,71,Lu,   x,-52562.34400,27.94500,8052.78100,0.17400,160943572.00000,30.00000,False
161,17,89,72,Hf,    ,-46314.67200,22.55100,8009.11700,0.14000,160950279.15100,24.20900,False
161,15,88,73,Ta,  +a,-38778.99700,24.38200,7957.45200,0.15100,160958369.03100,26.17500,False
161,13,87,74,W,  -a,-30555.00000,196.00000,7902.00000,1.00000,160967197.00000,210.00000,True
161,11,86,75,Re,    ,-20840.20300,149.92200,7836.31200,0.93100,160977627.12100,160.94800,False
161,9,85,76,Os,  -a,-9979.00000,400.00000,7764.00000,2.00000,160989287.00000,429.00000,True
162,42,102,60,Nd,   x,-39550.00000,400.00000,8026.00000,2.00000,161957541.00000,429.00000,True
162,40,101,61,Pm,   x,-46370.00000,300.00000,8063.00000,2.00000,161950220.00000,322.00000,True
162,38,100,62,Sm,   x,-54530.00000,196.00000,8109.00000,1.00000,161941460.00000,210.00000,True
162,36,99,63,Eu,   +,-58703.40100,35.22900,8129.43800,0.21700,161936979.30300,37.81900,False
162,34,98,64,Gd, -nn,-64280.40100,4.00900,8159.03500,0.02500,161930992.14600,4.30300,False
162,32,97,65,Tb,   +,-65675.95800,36.37200,8162.82000,0.22500,161929493.95500,39.04600,False
162,30,96,66,Dy,    ,-68181.47800,0.76700,8173.45700,0.00500,161926804.16800,0.82200,False
162,28,95,67,Ho,    ,-66041.54100,3.16600,8155.41800,0.02000,161929101.48500,3.39800,False
162,26,94,68,Er,    ,-66334.51900,0.82200,8152.39700,0.00500,161928786.96000,0.88200,False
162,24,93,69,Tm,   -,-61477.79100,26.06000,8117.58800,0.16100,161934000.87200,27.97700,False
162,22,92,70,Yb,   x,-59826.34700,15.35900,8102.56500,0.09500,161935773.77100,16.48800,False
162,20,91,71,Lu,   x,-52831.75300,75.03600,8054.55900,0.46300,161943282.77600,80.55400,False
162,18,90,72,Hf,    ,-49169.00800,8.96800,8027.12000,0.05500,161947214.89600,9.62700,False
162,16,89,73,Ta,  -a,-39780.19400,52.23800,7964.33500,0.32200,161957294.20200,56.07900,False
162,14,88,74,W,    ,-33999.20700,17.65800,7923.82100,0.10900,161963500.34700,18.95600,False
162,12,87,75,Re,  +a,-22501.00000,196.00000,7848.00000,1.00000,161975844.00000,210.00000,True
162,10,86,76,Os,  -a,-14440.00000,300.00000,7793.00000,2.00000,161984498.00000,322.00000,True
163,41,102,61,Pm,   x,-43249.00000,400.00000,8044.00000,2.00000,162953570.00000,429.00000,True
163,39,101,62,Sm,   x,-50720.00000,298.00000,8085.00000,2.00000,162945550.00000,320.00000,True
163,37,100,63,Eu,   +,-56484.88600,65.54400,8115.47100,0.40200,162939360.97700,70.36400,False
163,35,99,64,Gd,    ,-61313.88600,8.42600,8140.29700,0.05200,162934176.83200,9.04500,False
163,33,98,65,Tb,  +p,-64596.07100,4.07300,8155.63300,0.02500,162930653.26100,4.37200,False
163,31,97,66,Dy,    ,-66381.17000,0.76500,8161.78500,0.00500,162928736.87900,0.82100,False
163,29,96,67,Ho,    ,-66378.33500,0.76500,8156.96800,0.00500,162928739.92100,0.82100,False
163,27,95,68,Er,    ,-65167.72300,4.63900,8144.74100,0.02800,162930039.56700,4.98000,False
163,25,94,69,Tm,   -,-62728.72300,5.52400,8124.97900,0.03400,162932657.94100,5.93000,False
163,23,93,70,Yb,   x,-59299.09400,15.36400,8099.13800,0.09400,162936339.80000,16.49300,False
163,21,92,71,Lu,   x,-54791.40900,27.94500,8066.68400,0.17100,162941179.00000,30.00000,False
163,19,91,72,Hf,    ,-49263.68200,24.77800,8027.97200,0.15200,162947113.25800,26.59900,False
163,17,90,73,Ta,  -a,-42534.62900,38.06100,7981.89000,0.23400,162954337.19500,40.86000,False
163,15,89,74,W,  -a,-34908.19300,52.75100,7930.30200,0.32400,162962524.51100,56.63000,False
163,13,88,75,Re,  +a,-26002.24400,18.53400,7870.86500,0.11400,162972085.44100,19.89700,False
163,11,87,76,Os,  -a,-16192.00000,298.00000,7806.00000,2.00000,162982617.00000,320.00000,True
164,42,103,61,Pm,   x,-38870.00000,400.00000,8017.00000,2.00000,163958271.00000,429.00000,True
164,40,102,62,Sm,   x,-48102.00000,298.00000,8069.00000,2.00000,163948360.00000,320.00000,True
164,38,101,63,Eu,   +,-53381.00000,114.00000,8096.00000,1.00000,163942693.00000,122.00000,True
164,36,100,64,Gd,   x,-59774.00000,102.00000,8130.00000,1.00000,163935830.00000,110.00000,True
164,34,99,65,Tb,   +,-62077.96500,100.00300,8139.76500,0.61000,163933356.55900,107.35700,False
164,32,98,66,Dy,    ,-65967.96500,0.76700,8158.71400,0.00500,163929180.47200,0.82300,False
164,30,97,67,Ho,    ,-64981.50300,1.52800,8147.92900,0.00900,163930239.48300,1.63900,False
164,28,96,68,Er,    ,-65942.89000,0.77500,8149.02000,0.00500,163929207.39200,0.83200,False
164,26,95,69,Tm,    ,-61904.03500,24.39400,8119.62300,0.14900,163933543.28100,26.18800,False
164,24,94,70,Yb,   x,-61017.41800,15.36900,8109.44600,0.09400,163934495.10300,16.49900,False
164,22,93,71,Lu,   x,-54642.37000,27.94500,8065.80400,0.17000,163941339.00000,30.00000,False
164,20,92,72,Hf,    ,-51818.50500,15.82000,8043.81400,0.09600,163944370.54400,16.98300,False
164,18,91,73,Ta,   x,-43282.80000,27.94500,7986.99700,0.17000,163953534.00000,30.00000,False
164,16,90,74,W,    ,-38235.75900,9.67400,7951.45200,0.05900,163958952.22200,10.38500,False
164,14,89,75,Re,  -a,-27472.43600,54.55500,7881.05200,0.33300,163970507.12400,58.56600,False
164,12,88,76,Os,    ,-20422.10600,149.91900,7833.29100,0.91400,163978075.96600,160.94500,False
164,10,87,77,Ir,  -a,-7344.00000,314.00000,7749.00000,2.00000,163992116.00000,338.00000,True
165,41,103,62,Sm,   x,-43808.00000,401.00000,8043.00000,2.00000,164952970.00000,430.00000,True
165,39,102,63,Eu,   +,-50724.00000,138.00000,8080.00000,1.00000,164945546.00000,148.00000,True
165,37,101,64,Gd,   +,-56453.00000,121.00000,8110.00000,1.00000,164939395.00000,130.00000,True
165,35,100,65,Tb,   x,-60566.00000,102.00000,8130.00000,1.00000,164934980.00000,110.00000,True
165,33,99,66,Dy,  -n,-63612.60600,0.76900,8143.90900,0.00500,164931709.05400,0.82500,False
165,31,98,67,Ho,    ,-64899.00600,1.01000,8146.96400,0.00600,164930328.04700,1.08400,False
165,29,97,68,Er,    ,-64521.61000,0.96400,8139.93600,0.00600,164930733.19800,1.03400,False
165,27,96,69,Tm,    ,-62929.62100,1.67100,8125.54600,0.01000,164932442.26900,1.79300,False
165,25,95,70,Yb,    ,-60295.38200,26.53900,8104.83900,0.16100,164935270.24100,28.49000,False
165,23,94,71,Lu,    ,-56442.24200,26.53900,8076.74500,0.16100,164939406.75800,28.49000,False
165,21,93,72,Hf,   x,-51635.50700,27.94500,8042.87200,0.16900,164944567.00000,30.00000,False
165,19,92,73,Ta,    ,-45847.85300,13.86300,8003.05400,0.08400,164950780.30300,14.88200,False
165,17,91,74,W,    ,-38861.02200,24.97700,7955.96800,0.15100,164958280.97400,26.81300,False
165,15,90,75,Re,  +a,-30659.77600,23.59400,7901.52200,0.14300,164967085.37500,25.32900,False
165,13,89,76,Os,  -a,-21795.00000,196.00000,7843.00000,1.00000,164976602.00000,210.00000,True
165,11,88,77,Ir,  IT,-11593.00000,158.00000,7776.00000,1.00000,164987555.00000,170.00000,True
166,42,104,62,Sm,   x,-40730.00000,400.00000,8024.00000,2.00000,165956275.00000,429.00000,True
166,40,103,63,Eu,   +,-47208.00000,358.00000,8059.00000,2.00000,165949320.00000,384.00000,True
166,38,102,64,Gd,   x,-54530.00000,196.00000,8098.00000,1.00000,165941460.00000,210.00000,True
166,36,101,65,Tb,   +,-57884.78900,70.00500,8113.68000,0.42200,165937858.11900,75.15300,False
166,34,100,66,Dy,  -n,-62584.78900,0.86700,8137.28000,0.00500,165932812.46100,0.93000,False
166,32,99,67,Ho,    ,-63071.32900,1.01000,8135.49900,0.00600,165932290.13900,1.08400,False
166,30,98,68,Er,    ,-64926.04200,1.16500,8141.95900,0.00700,165930299.02300,1.25100,False
166,28,97,69,Tm,   -,-61888.37500,11.60600,8118.94600,0.07000,165933560.09200,12.45900,False
166,26,96,70,Yb, +nn,-61595.74000,7.10100,8112.47100,0.04300,165933874.24900,7.62300,False
166,24,95,71,Lu,   x,-56020.98100,29.80800,8074.17500,0.18000,165939859.00000,32.00000,False
166,22,94,72,Hf,   x,-53858.98300,27.94500,8056.43800,0.16800,165942180.00000,30.00000,False
166,20,93,73,Ta,   x,-46097.77500,27.94500,8004.97100,0.16800,165950512.00000,30.00000,False
166,18,92,74,W,    ,-41888.03100,9.47800,7974.89800,0.05700,165955031.34600,10.17400,False
166,16,91,75,Re,  -a,-31893.47800,72.31000,7909.97700,0.43600,165965760.94000,77.62800,False
166,14,90,76,Os,    ,-25431.51700,17.96600,7866.33600,0.10800,165972698.14100,19.28700,False
166,12,89,77,Ir,  -p,-13354.00000,196.00000,7789.00000,1.00000,165985664.00000,210.00000,True
166,10,88,78,Pt,  -a,-4730.00000,300.00000,7732.00000,2.00000,165994923.00000,322.00000,True
167,41,104,63,Eu,   x,-44010.00000,400.00000,8040.00000,2.00000,166952753.00000,429.00000,True
167,39,103,64,Gd,   x,-50813.00000,298.00000,8076.00000,2.00000,166945450.00000,320.00000,True
167,37,102,65,Tb,   x,-55927.00000,196.00000,8102.00000,1.00000,166939960.00000,210.00000,True
167,35,101,66,Dy,   +,-59930.62600,60.22800,8120.99200,0.36100,166935661.82300,64.65700,False
167,33,100,67,Ho, p2n,-62280.62600,5.23400,8130.37900,0.03100,166933138.99400,5.61800,False
167,31,99,68,Er,    ,-63291.18000,1.16600,8131.74600,0.00700,166932054.11900,1.25200,False
167,29,98,69,Tm,    ,-62543.64100,1.29800,8122.58500,0.00800,166932856.63500,1.39300,False
167,27,97,70,Yb,    ,-60590.57600,3.98100,8106.20500,0.02400,166934953.33700,4.27300,False
167,25,96,71,Lu,   x,-57501.12500,31.67100,8083.02100,0.19000,166938270.00000,34.00000,False
167,23,95,72,Hf,   x,-53467.75600,27.94500,8054.18400,0.16700,166942600.00000,30.00000,False
167,21,94,73,Ta,   x,-48351.05900,27.94500,8018.86100,0.16700,166948093.00000,30.00000,False
167,19,93,74,W,    ,-42098.05800,18.26100,7976.73300,0.10900,166954805.87300,19.60300,False
167,17,92,75,Re,  +a,-34831.00000,40.00000,7929.00000,0.00000,166962607.00000,43.00000,True
167,15,91,76,Os,  -a,-26501.99300,72.68200,7873.97400,0.43500,166971548.93800,78.02700,False
167,13,90,77,Ir,    ,-17072.44000,18.34600,7812.82500,0.11000,166981671.98100,19.69500,False
167,11,89,78,Pt,  -a,-6612.00000,302.00000,7746.00000,2.00000,166992901.00000,325.00000,True
168,42,105,63,Eu,   x,-39740.00000,500.00000,8014.00000,3.00000,167957337.00000,537.00000,True
168,40,104,64,Gd,   x,-48363.00000,401.00000,8061.00000,2.00000,167948080.00000,430.00000,True
168,38,103,65,Tb,   x,-52723.00000,298.00000,8082.00000,2.00000,167943400.00000,320.00000,True
168,36,102,66,Dy, +pp,-58559.56600,140.00900,8112.53600,0.83300,167937133.71600,150.30500,False
168,34,101,67,Ho,   +,-60061.17100,30.02300,8116.81700,0.17900,167935521.67600,32.23000,False
168,32,100,68,Er,    ,-62991.17100,1.16800,8129.60100,0.00700,167932376.19200,1.25400,False
168,30,99,69,Tm,    ,-61312.92100,1.70900,8114.95400,0.01000,167934177.86800,1.83400,False
168,28,98,70,Yb,    ,-61581.90100,1.19500,8111.89800,0.00700,167933889.10600,1.28200,False
168,26,97,71,Lu,   -,-57067.85000,39.26600,8080.37200,0.23400,167938735.13900,42.15300,False
168,24,96,72,Hf,   x,-55360.55200,27.94500,8065.55300,0.16600,167940568.00000,30.00000,False
168,22,95,73,Ta,   x,-48393.90800,27.94500,8019.42800,0.16600,167948047.00000,30.00000,False
168,20,94,74,W,    ,-44893.10900,13.27100,7993.93300,0.07900,167951805.26200,14.24700,False
168,18,93,75,Re,  -a,-35794.88500,30.82100,7935.12000,0.18300,167961572.60800,33.08700,False
168,16,92,76,Os,    ,-29995.21300,9.90400,7895.94100,0.05900,167967798.81200,10.63200,False
168,14,91,77,Ir,  -a,-18666.22600,55.21600,7823.85000,0.32900,167979960.98100,59.27700,False
168,12,90,78,Pt,  -a,-11007.46000,149.95100,7773.60500,0.89300,167988183.00400,160.97800,False
169,41,105,64,Gd,   x,-44153.00000,503.00000,8036.00000,3.00000,168952600.00000,540.00000,True
169,39,104,65,Tb,   x,-50329.00000,298.00000,8068.00000,2.00000,168945970.00000,320.00000,True
169,37,103,66,Dy,   +,-55597.17700,300.67000,8094.76300,1.77900,168940313.97100,322.78200,False
169,35,102,67,Ho,  +p,-58797.17700,20.06000,8109.06800,0.11900,168936878.63000,21.53400,False
169,33,101,68,Er,  -n,-60923.10400,1.17900,8117.01900,0.00700,168934596.35300,1.26500,False
169,31,100,69,Tm,    ,-61275.21200,0.81200,8114.47300,0.00500,168934218.35000,0.87100,False
169,29,99,70,Yb,  -n,-60377.56300,1.20500,8104.53200,0.00700,168935182.01600,1.29300,False
169,27,98,71,Lu,   -,-58084.56300,3.23300,8086.33500,0.01900,168937643.65300,3.47000,False
169,25,97,72,Hf,   x,-54716.88900,27.94500,8061.77800,0.16500,168941259.00000,30.00000,False
169,23,96,73,Ta,   x,-50290.43000,27.94500,8030.95700,0.16500,168946011.00000,30.00000,False
169,21,95,74,W,    ,-44917.87300,15.43600,7994.53700,0.09100,168951778.67700,16.57100,False
169,19,94,75,Re,  +a,-38409.23200,11.37400,7951.39500,0.06700,168958765.99100,12.21000,False
169,17,93,76,Os,  -a,-30722.69100,25.16700,7901.28400,0.14900,168967017.83300,27.01700,False
169,15,92,77,Ir,  +a,-22093.83900,23.30800,7845.59600,0.13800,168976281.28700,25.02100,False
169,13,91,78,Pt,  -a,-12512.00000,196.00000,7784.00000,1.00000,168986567.00000,210.00000,True
169,11,90,79,Au,   x,-1788.00000,298.00000,7716.00000,2.00000,168998080.00000,320.00000,True
170,42,106,64,Gd,   x,-41380.00000,596.00000,8020.00000,4.00000,169955577.00000,640.00000,True
170,40,105,65,Tb,   x,-46724.00000,401.00000,8047.00000,2.00000,169949840.00000,430.00000,True
170,38,104,66,Dy,   x,-53663.00000,196.00000,8083.00000,1.00000,169942390.00000,210.00000,True
170,36,103,67,Ho,   +,-56238.68100,50.02400,8093.79600,0.29400,169939625.28900,53.70200,False
170,34,102,68,Er,    ,-60108.68100,1.54600,8111.95900,0.00900,169935470.67300,1.65900,False
170,32,101,69,Tm,    ,-59795.85300,0.80100,8105.51700,0.00500,169935806.50700,0.85900,False
170,30,100,70,Yb,    ,-60763.91900,0.01000,8106.60900,0.00000,169934767.24500,0.01100,False
170,28,99,71,Lu,   -,-57306.22400,16.84300,8081.66800,0.09900,169938479.23400,18.08100,False
170,26,98,72,Hf,   x,-56253.85400,27.94500,8070.87500,0.16400,169939609.00000,30.00000,False
