A,N-Z,N,Z,Element,O,ME [keV],Error ME [keV],BINDING ENERGY/A [keV],Error BINDING ENERGY/A [keV],ATOMIC MASS [µu],Error ATOMIC MASS [µu],Extrapolated?
141,25,83,58,Ce,    ,-85432.91600,1.59700,8355.40800,0.01100,140908283.98700,1.71400,False
141,23,82,59,Pr,    ,-86015.64400,1.66500,8353.99200,0.01200,140907658.40300,1.78700,False
141,21,81,60,Nd,   -,-84192.63000,3.26500,8335.51500,0.02300,140909615.48800,3.50500,False
141,19,80,61,Pm,   x,-80522.92100,13.97200,8303.94000,0.09900,140913555.08400,15.00000,False
141,17,79,62,Sm,    ,-75933.90900,8.53900,8265.84500,0.06100,140918481.59100,9.16700,False
141,15,78,63,Eu,    ,-69925.62900,12.63900,8217.68400,0.09000,140924931.74500,13.56800,False
141,13,77,64,Gd,   x,-63224.22400,19.76000,8164.60800,0.14000,140932126.00000,21.21300,False
141,11,76,65,Tb,   x,-54540.83700,105.25900,8097.47500,0.74700,140941448.00000,113.00000,False
141,9,75,66,Dy,   x,-45382.00000,298.00000,8027.00000,2.00000,140951280.00000,320.00000,True
141,7,74,67,Ho,  -p,-34364.00000,401.00000,7943.00000,3.00000,140963108.00000,430.00000,True
142,38,90,52,Te,   x,-46370.00000,503.00000,8111.00000,4.00000,141950220.00000,540.00000,True
142,36,89,53,I,   x,-54769.98400,374.46100,8165.01900,2.63700,141941202.00000,402.00000,False
142,34,88,54,Xe,   x,-65229.63900,2.70100,8233.16900,0.01900,141929973.09800,2.90000,False
142,32,87,55,Cs,    ,-70514.55000,7.06700,8264.87700,0.05000,141924299.51200,7.58600,False
142,30,86,56,Ba,    ,-77842.26400,5.92000,8310.97100,0.04200,141916432.88800,6.35500,False
142,28,85,57,La,    ,-80024.22700,6.30900,8320.82800,0.04400,141914090.45400,6.77300,False
142,26,84,58,Ce,    ,-84533.18800,2.50900,8347.07100,0.01800,141909249.88400,2.69300,False
142,24,83,59,Pr,    ,-83787.47600,1.66500,8336.31000,0.01200,141910050.44000,1.78600,False
142,22,82,60,Nd,    ,-85949.98000,1.36800,8346.03000,0.01000,141907728.89500,1.46800,False
142,20,81,61,Pm,    ,-81142.04400,23.59700,8306.66200,0.16600,141912890.42800,25.33200,False
142,18,80,62,Sm,    ,-78986.47000,3.07900,8285.97200,0.02200,141915204.53200,3.30500,False
142,16,79,63,Eu,   -,-71313.47000,30.15800,8226.42700,0.21200,141923441.83600,32.37500,False
142,14,78,64,Gd,   x,-66959.51500,27.94500,8190.25600,0.19700,141928116.00000,30.00000,False
142,12,77,65,Tb,   -,-56559.51500,700.55800,8111.50700,4.93400,141939280.85900,752.07900,False
142,10,76,66,Dy,   -,-50120.00000,729.00000,8061.00000,5.00000,141946194.00000,782.00000,True
142,8,75,67,Ho,   x,-37250.00000,401.00000,7965.00000,3.00000,141960010.00000,430.00000,True
142,6,74,68,Er,   x,-28030.00000,500.00000,7894.00000,4.00000,141969909.00000,537.00000,True
143,39,91,52,Te,   x,-40278.00000,503.00000,8068.00000,4.00000,142956760.00000,540.00000,True
143,37,90,53,I,   x,-50630.00000,200.00000,8135.00000,1.00000,142945646.00000,215.00000,True
143,35,89,54,Xe,   x,-60202.87300,4.65700,8196.88500,0.03300,142935369.55300,5.00000,False
143,33,88,55,Cs,    ,-67675.50900,7.57300,8243.67000,0.05300,142927347.34800,8.13000,False
143,31,87,56,Ba,    ,-73937.19700,6.75600,8281.98700,0.04700,142920625.15000,7.25300,False
143,29,86,57,La,    ,-78171.51500,7.33000,8306.12700,0.05100,142916079.42200,7.86900,False
143,27,85,58,Ce,    ,-81606.67100,2.50800,8324.67800,0.01800,142912391.63000,2.69200,False
143,25,84,59,Pr,    ,-83068.24600,1.89700,8329.42800,0.01300,142910822.56400,2.03700,False
143,23,83,60,Nd,    ,-84002.23400,1.36700,8330.48800,0.01000,142909819.88700,1.46700,False
143,21,82,61,Pm,    ,-82960.65100,2.99600,8317.73300,0.02100,142910938.07300,3.21600,False
143,19,81,62,Sm,    ,-79517.15200,2.80400,8288.18200,0.02000,142914634.82100,3.01000,False
143,17,80,63,Eu,   x,-74241.30000,10.98600,8245.81700,0.07700,142920298.68100,11.79300,False
143,15,79,64,Gd,   -,-68231.30000,200.30100,8198.31800,1.40100,142926750.68200,215.03200,False
143,13,78,65,Tb,   x,-60419.18300,51.23200,8138.21700,0.35800,142935137.33500,55.00000,False
143,11,77,66,Dy,   x,-52168.94100,13.04100,8075.05200,0.09100,142943994.33500,14.00000,False
143,9,76,67,Ho,   x,-42048.00000,298.00000,7999.00000,2.00000,142954860.00000,320.00000,True
143,7,75,68,Er,   x,-31260.00000,400.00000,7918.00000,3.00000,142966441.00000,429.00000,True
144,38,91,53,I,   x,-45280.00000,401.00000,8098.00000,3.00000,143951390.00000,430.00000,True
144,36,90,54,Xe,   x,-56872.29300,5.31000,8172.88400,0.03700,143938945.07900,5.70000,False
144,34,89,55,Cs,    ,-63271.35300,20.13200,8211.88900,0.14000,143932075.40400,21.61200,False
144,32,88,56,Ba,    ,-71767.12100,7.13600,8265.45400,0.05000,143922954.82100,7.66100,False
144,30,87,57,La,   x,-74849.65200,12.93700,8281.42800,0.09000,143919645.58900,13.88800,False
144,28,86,58,Ce,   +,-80431.87000,2.88500,8314.76000,0.02000,143913652.83000,3.09600,False
144,26,85,59,Pr,   +,-80750.51700,2.76200,8311.54000,0.01900,143913310.75000,2.96500,False
144,24,84,60,Nd,    ,-83747.95700,1.36700,8326.92200,0.00900,143910092.86500,1.46700,False
144,22,83,61,Pm,    ,-81416.09300,2.96400,8305.29600,0.02100,143912596.22400,3.18100,False
144,20,82,62,Sm,    ,-81965.53500,1.55400,8303.67900,0.01100,143912006.37300,1.66800,False
144,18,81,63,Eu,    ,-75619.13300,10.78900,8254.17300,0.07500,143918819.51700,11.58200,False
144,16,80,64,Gd,   x,-71759.50400,27.94500,8221.93700,0.19400,143922963.00000,30.00000,False
144,14,79,65,Tb,   x,-62368.18100,27.94500,8151.28700,0.19400,143933045.00000,30.00000,False
144,12,78,66,Dy,   x,-56570.08300,7.17300,8105.58900,0.05000,143939269.51400,7.70000,False
144,10,77,67,Ho,   x,-44609.51300,8.47700,8017.09700,0.05900,143952109.71400,9.10000,False
144,8,76,68,Er,   x,-36608.00000,196.00000,7956.00000,1.00000,143960700.00000,210.00000,True
144,6,75,69,Tm,  -p,-22259.00000,400.00000,7851.00000,3.00000,143976104.00000,429.00000,True
145,39,92,53,I,   x,-40939.00000,503.00000,8068.00000,3.00000,144956050.00000,540.00000,True
145,37,91,54,Xe,   x,-51493.32900,11.17800,8135.08700,0.07700,144944719.63400,12.00000,False
145,35,90,55,Cs,    ,-60054.41500,9.06700,8188.73300,0.06300,144935528.93000,9.73300,False
145,33,89,56,Ba,   x,-67516.17600,8.47700,8234.79800,0.05800,144927518.40000,9.10000,False
145,31,88,57,La,    ,-72835.31700,12.26900,8266.08700,0.08500,144921808.06600,13.17000,False
145,29,87,58,Ce,    ,-77067.02200,33.90200,8289.87500,0.23400,144917265.14400,36.39500,False
145,27,86,59,Pr,    ,-79625.94000,7.16900,8302.12700,0.04900,144914518.03300,7.69600,False
145,25,85,60,Nd,    ,-81431.95100,1.38400,8309.18700,0.01000,144912579.19900,1.48500,False
145,23,84,61,Pm,    ,-81267.47400,2.85900,8302.65700,0.02000,144912755.77300,3.06800,False
145,21,83,62,Sm,    ,-80651.31800,1.57800,8293.01300,0.01100,144913417.24400,1.69400,False
145,19,82,63,Eu,    ,-77991.50700,3.10600,8269.27400,0.02100,144916272.66800,3.33400,False
145,17,81,64,Gd,    ,-72926.32000,19.70900,8228.94600,0.13600,144921710.37000,21.15800,False
145,15,80,65,Tb,    ,-66388.41100,109.17400,8178.46100,0.75300,144928729.10500,117.20300,False
145,13,79,66,Dy,   x,-58242.59900,6.52000,8116.88800,0.04500,144937473.99400,7.00000,False
145,11,78,67,Ho,   x,-49120.10500,7.45200,8048.57800,0.05100,144947267.39400,8.00000,False
145,9,77,68,Er,   x,-39240.00000,200.00000,7975.00000,1.00000,144957874.00000,215.00000,True
145,7,76,69,Tm,  -p,-27583.00000,196.00000,7889.00000,1.00000,144970389.00000,210.00000,True
146,38,92,54,Xe,   x,-47954.94300,24.21900,8110.41500,0.16600,145948518.24800,26.00000,False
146,36,91,55,Cs,   x,-55310.37200,2.89300,8155.43600,0.02000,145940621.87000,3.10600,False
146,34,90,56,Ba,    ,-64947.08600,20.86300,8216.08200,0.14300,145930276.43100,22.39700,False
146,32,89,57,La,    ,-69050.28300,33.61600,8238.82800,0.23000,145925871.46800,36.08800,False
146,30,88,58,Ce,    ,-75635.38900,16.30600,8278.57300,0.11200,145918802.06500,17.50400,False
146,28,87,59,Pr,    ,-76681.00600,34.81600,8280.37600,0.23800,145917679.54900,37.37600,False
146,26,86,60,Nd,    ,-80925.86700,1.38600,8304.09200,0.00900,145913122.50300,1.48800,False
146,24,85,61,Pm,   +,-79454.30900,4.30800,8288.65400,0.03000,145914702.28600,4.62400,False
146,22,84,62,Sm,    ,-80996.30900,3.09200,8293.85700,0.02100,145913046.88100,3.31900,False
146,20,83,63,Eu,    ,-77117.54100,6.02600,8261.93200,0.04100,145917210.90900,6.46800,False
146,18,82,64,Gd,    ,-76085.78300,4.10800,8249.50600,0.02800,145918318.54800,4.40900,False
146,16,81,65,Tb,    ,-67763.61000,44.86200,8187.14600,0.30700,145927252.76800,48.16100,False
146,14,80,66,Dy,    ,-62554.91800,6.69500,8146.11200,0.04600,145932844.52900,7.18700,False
146,12,79,67,Ho,    ,-51238.21900,6.58700,8063.24200,0.04500,145944993.50600,7.07100,False
146,10,78,68,Er,    ,-44322.01200,6.70500,8010.51200,0.04600,145952418.35900,7.19700,False
146,8,77,69,Tm,  -p,-31055.00000,200.00000,7914.00000,1.00000,145966661.00000,215.00000,True
147,39,93,54,Xe,   x,-42360.00000,200.00000,8072.00000,1.00000,146954525.00000,215.00000,True
147,37,92,55,Cs,   x,-51920.06400,8.38300,8131.80000,0.05700,146944261.51500,9.00000,False
147,35,91,56,Ba,   x,-60264.02900,19.74800,8183.24000,0.13400,146935303.90000,21.20000,False
147,33,90,57,La,   x,-66678.39000,10.71200,8221.55300,0.07300,146928417.80000,11.50000,False
147,31,89,58,Ce,    ,-72013.89100,8.58000,8252.52700,0.05800,146922689.90300,9.21100,False
147,29,88,59,Pr,    ,-75444.06700,15.85700,8270.53900,0.10800,146919007.45800,17.02300,False
147,27,87,60,Nd,    ,-78146.74800,1.38800,8283.60300,0.00900,146916106.01000,1.49000,False
147,25,86,61,Pm,    ,-79042.26000,1.39900,8284.37200,0.01000,146915144.63800,1.50100,False
147,23,85,62,Sm,    ,-79266.35400,1.37200,8280.57500,0.00900,146914904.06400,1.47300,False
147,21,84,63,Eu,    ,-77544.75600,2.63000,8263.54100,0.01800,146916752.27600,2.82300,False
147,19,83,64,Gd,    ,-75356.94500,1.96500,8243.33600,0.01300,146919100.98700,2.10900,False
147,17,82,65,Tb,    ,-70742.66500,8.10000,8206.62400,0.05500,146924054.62000,8.69500,False
147,15,81,66,Dy,   x,-64196.03800,8.84900,8156.76700,0.06000,146931082.71500,9.50000,False
147,13,80,67,Ho,    ,-55757.09200,5.00100,8094.03700,0.03400,146940142.29500,5.36800,False
147,11,79,68,Er,   x,-46607.80700,38.19100,8026.47500,0.26000,146949964.45800,41.00000,False
147,9,78,69,Tm,    ,-35974.40000,6.83900,7948.81700,0.04700,146961379.89000,7.34100,False
148,40,94,54,Xe,   x,-38600.00000,300.00000,8047.00000,2.00000,147958561.00000,322.00000,True
148,38,93,55,Cs,   x,-46910.94200,13.04100,8097.54600,0.08800,147949639.02900,14.00000,False
148,36,92,56,Ba,   +,-57593.73500,63.07900,8164.44100,0.42600,147938170.57800,67.71800,False
148,34,91,57,La,   x,-62708.73500,19.46800,8193.71600,0.13200,147932679.40000,20.90000,False
148,32,90,58,Ce,    ,-70398.40800,11.19500,8240.38700,0.07600,147924424.19600,12.01800,False
148,30,89,59,Pr,    ,-72535.42400,15.04300,8249.54000,0.10200,147922130.01500,16.14800,False
148,28,88,60,Nd,    ,-77407.99600,2.12700,8277.17700,0.01400,147916899.09300,2.28300,False
148,26,87,61,Pm,  +p,-76865.71600,5.72300,8268.22600,0.03900,147917481.25500,6.14300,False
148,24,86,62,Sm,    ,-79336.26400,1.36700,8279.63300,0.00900,147914829.01200,1.46700,False
148,22,85,63,Eu,    ,-76299.33100,10.01300,8253.82700,0.06800,147918089.29400,10.74800,False
148,20,84,64,Gd,    ,-76269.32900,1.55400,8248.33800,0.01100,147918121.50300,1.66800,False
148,18,83,65,Tb,    ,-70537.08200,12.46400,8204.32100,0.08400,147924275.32300,13.38000,False
148,16,82,66,Dy,    ,-67859.55000,8.72400,8180.94300,0.05900,147927149.77200,9.36600,False
148,14,81,67,Ho,   x,-57991.15800,83.83400,8108.97900,0.56600,147937743.92800,90.00000,False
148,12,80,68,Er,   x,-51478.98900,10.24600,8059.69200,0.06900,147944735.02900,11.00000,False
148,10,79,69,Tm,   x,-38765.02700,10.24600,7968.50000,0.06900,147958384.02900,11.00000,False
148,8,78,70,Yb,   x,-30330.00000,400.00000,7906.00000,3.00000,147967439.00000,429.00000,True
149,39,94,55,Cs,   x,-43250.00000,400.00000,8073.00000,3.00000,148953569.00000,429.00000,True
149,37,93,56,Ba,   x,-53120.30900,437.80200,8133.79300,2.93800,148942973.00000,470.00000,False
149,35,92,57,La,   +,-60219.91300,200.26200,8176.19100,1.34400,148935351.26000,214.99000,False
149,33,91,58,Ce,   x,-66669.91300,10.24600,8214.22900,0.06900,148928426.90000,11.00000,False
149,31,90,59,Pr,   x,-71039.36600,9.87400,8238.30300,0.06600,148923736.10000,10.60000,False
149,29,89,60,Nd,  -n,-74375.46600,2.12800,8255.44200,0.01400,148920154.64800,2.28400,False
149,27,88,61,Pm,    ,-76064.25600,2.26700,8261.52600,0.01500,148918341.65800,2.43400,False
149,25,87,62,Sm,    ,-77135.73700,1.31100,8263.46600,0.00900,148917191.37500,1.40700,False
149,23,86,63,Eu,    ,-76441.11200,3.95100,8253.55400,0.02700,148917937.08600,4.24100,False
149,21,85,64,Gd,    ,-75127.01100,3.36000,8239.48400,0.02300,148919347.83100,3.60700,False
149,19,84,65,Tb,    ,-71488.66900,3.66700,8209.81500,0.02500,148923253.75300,3.93600,False
149,17,83,66,Dy,    ,-67695.90900,9.22100,8179.10900,0.06200,148927325.44800,9.89800,False
149,15,82,67,Ho,    ,-61646.57800,11.99000,8133.25900,0.08000,148933819.67200,12.87100,False
149,13,81,68,Er,   x,-53741.61500,27.94500,8074.95500,0.18800,148942306.00000,30.00000,False
149,11,80,69,Tm,   x,-43883.00000,196.00000,8004.00000,1.00000,148952890.00000,210.00000,True
149,9,79,70,Yb,   x,-33198.00000,300.00000,7927.00000,2.00000,148964360.00000,322.00000,True
150,40,95,55,Cs,   x,-38170.00000,400.00000,8039.00000,3.00000,149959023.00000,429.00000,True
150,38,94,56,Ba,   x,-49900.00000,300.00000,8112.00000,2.00000,149946430.00000,322.00000,True
150,36,93,57,La,   x,-56129.96600,435.47300,8148.22500,2.90300,149939742.00000,467.50000,False
150,34,92,58,Ce,    ,-64846.85400,11.69700,8201.12200,0.07800,149930384.03500,12.55600,False
150,32,91,59,Pr,    ,-68300.47900,9.01500,8218.93100,0.06000,149926676.41500,9.67800,False
150,30,90,60,Nd,    ,-73679.75500,1.28900,8249.57700,0.00900,149920901.52500,1.38400,False
150,28,89,61,Pm,   +,-73597.13900,20.04100,8243.81000,0.13400,149920990.21700,21.51400,False
150,26,88,62,Sm,    ,-77051.13900,1.27400,8261.62100,0.00900,149917282.19500,1.36800,False
150,24,87,63,Eu,    ,-74792.23400,6.25300,8241.34600,0.04200,149919707.22900,6.71200,False
150,22,86,64,Gd,    ,-75763.93400,6.07600,8242.60900,0.04100,149918664.06600,6.52300,False
150,20,85,65,Tb,    ,-71105.72100,7.38400,8206.33800,0.04900,149923664.86400,7.92700,False
150,18,84,66,Dy,    ,-69309.60000,4.34800,8189.14900,0.02900,149925593.08000,4.66700,False
150,16,83,67,Ho,    ,-61945.88100,14.16800,8134.84200,0.09400,149933498.35800,15.21000,False
150,14,82,68,Er,    ,-57831.31300,17.19500,8102.19500,0.11500,149937915.52800,18.45900,False
150,12,81,69,Tm,   x,-46491.00000,196.00000,8021.00000,1.00000,149950090.00000,210.00000,True
150,10,80,70,Yb,   x,-38638.00000,300.00000,7964.00000,2.00000,149958520.00000,322.00000,True
150,8,79,71,Lu,  -p,-24640.00000,300.00000,7865.00000,2.00000,149973548.00000,322.00000,True
151,41,96,55,Cs,   x,-34230.00000,500.00000,8013.00000,3.00000,150963253.00000,537.00000,True
151,39,95,56,Ba,   x,-44940.00000,400.00000,8079.00000,3.00000,150951755.00000,429.00000,True
151,37,94,57,La,   x,-53310.33300,435.47300,8129.04300,2.88400,150942769.00000,467.50000,False
151,35,93,58,Ce,   x,-61225.05200,17.69800,8176.27700,0.11700,150934272.20000,19.00000,False
151,33,92,59,Pr,    ,-66779.63000,11.65100,8207.88100,0.07700,150928309.11400,12.50700,False
151,31,91,60,Nd,    ,-70942.98800,1.29300,8230.27200,0.00900,150923839.56500,1.38700,False
151,29,90,61,Pm,    ,-73386.06300,4.65300,8241.27000,0.03100,150921216.81700,4.99400,False
151,27,89,62,Sm,    ,-74576.27900,1.27300,8243.97100,0.00800,150919939.06600,1.36700,False
151,25,88,63,Eu,    ,-74652.85400,1.32500,8239.29700,0.00900,150919856.86000,1.42200,False
151,23,87,64,Gd,    ,-74188.73700,3.05600,8231.04300,0.02000,150920355.10900,3.28000,False
151,21,86,65,Tb,    ,-71623.50400,4.13700,8208.87300,0.02700,150923109.00100,4.44100,False
151,19,85,66,Dy,  -a,-68752.40500,3.29300,8184.67800,0.02200,150926191.25300,3.53500,False
151,17,84,67,Ho,  -a,-63622.73800,8.30200,8145.52600,0.05500,150931698.17700,8.91200,False
151,15,83,68,Er,   x,-58266.28400,16.47000,8104.87200,0.10900,150937448.56700,17.68100,False
151,13,82,69,Tm,  +a,-50772.75600,19.41600,8050.06400,0.12900,150945493.20100,20.84300,False
151,11,81,70,Yb,  ep,-41542.34200,300.49200,7983.75500,1.99000,150955402.45800,322.59100,False
151,9,80,71,Lu,  -p,-30108.00000,300.00000,7903.00000,2.00000,150967677.00000,322.00000,True
152,42,97,55,Cs,   x,-28930.00000,500.00000,7979.00000,3.00000,151968942.00000,537.00000,True
152,40,96,56,Ba,   x,-41710.00000,400.00000,8057.00000,3.00000,151955222.00000,429.00000,True
152,38,95,57,La,   x,-49290.00000,300.00000,8102.00000,2.00000,151947085.00000,322.00000,True
152,36,94,58,Ce,   x,-58980.00000,200.00000,8161.00000,1.00000,151936682.00000,215.00000,True
152,34,93,59,Pr,   x,-63758.06300,18.53700,8187.10400,0.12200,151931552.90000,19.90000,False
152,32,92,60,Nd,    ,-70149.40700,24.48500,8224.00500,0.16100,151924691.50900,26.28500,False
152,30,91,61,Pm,    ,-71254.18600,25.91200,8226.12700,0.17000,151923505.48100,27.81700,False
152,28,90,62,Sm,    ,-74762.60300,1.21200,8244.06100,0.00800,151919739.04000,1.30100,False
152,26,89,63,Eu,    ,-72888.25500,1.32600,8226.58300,0.00900,151921751.23500,1.42300,False
152,24,88,64,Gd,    ,-74706.91600,1.20600,8233.40100,0.00800,151919798.82200,1.29400,False
152,22,87,65,Tb,   -,-70716.91600,40.01800,8202.00400,0.26300,151924082.26300,42.96100,False
152,20,86,66,Dy,  -a,-70117.87300,4.62400,8192.91600,0.03000,151924725.36300,4.96300,False
152,18,85,67,Ho,    ,-63604.77100,12.52900,8144.91900,0.08200,151931717.46500,13.45000,False
152,16,84,68,Er,    ,-60500.37700,8.83000,8119.34900,0.05800,151935050.16900,9.47900,False
152,14,83,69,Tm,    ,-51720.27300,54.02700,8056.43800,0.35500,151944476.00000,58.00000,False
152,12,82,70,Yb,    ,-46270.38100,149.70800,8015.43600,0.98500,151950326.70000,160.71800,False
152,10,81,71,Lu,   x,-33422.00000,196.00000,7926.00000,1.00000,151964120.00000,210.00000,True
153,41,97,56,Ba,   x,-36470.00000,400.00000,8023.00000,3.00000,152960848.00000,429.00000,True
153,39,96,57,La,   x,-46060.00000,300.00000,8081.00000,2.00000,152950553.00000,322.00000,True
153,37,95,58,Ce,   x,-54910.00000,200.00000,8134.00000,1.00000,152941052.00000,215.00000,True
153,35,94,59,Pr,    ,-61568.46300,11.88200,8172.03600,0.07800,152933903.53200,12.75500,False
153,33,93,60,Nd,    ,-67330.29700,2.74700,8204.58200,0.01800,152927717.94900,2.94800,False
153,31,92,61,Pm,    ,-70647.82400,9.06600,8221.15200,0.05900,152924156.43600,9.73200,False
153,29,91,62,Sm,  -n,-72559.68600,1.21900,8228.53400,0.00800,152922103.96900,1.30900,False
153,27,90,63,Eu,    ,-73367.22200,1.33000,8228.69900,0.00900,152921237.04300,1.42800,False
153,25,89,64,Gd,    ,-72882.55100,1.20300,8220.41800,0.00800,152921757.35900,1.29100,False
153,23,88,65,Tb,    ,-71313.33800,3.99500,8205.04800,0.02600,152923441.97800,4.28900,False
153,21,87,66,Dy,    ,-69142.94300,4.04800,8185.74900,0.02600,152925771.99200,4.34600,False
153,19,86,67,Ho,  -a,-65012.10300,5.09400,8153.63700,0.03300,152930206.63200,5.46800,False
153,17,85,68,Er,    ,-60468.60400,9.32100,8118.82700,0.06100,152935084.27900,10.00600,False
153,15,84,69,Tm,    ,-53973.32900,11.98300,8071.26100,0.07800,152942057.24400,12.86400,False
153,13,83,70,Yb,   x,-47208.00000,196.00000,8022.00000,1.00000,152949320.00000,210.00000,True
153,11,82,71,Lu,  +a,-38372.84400,150.03400,7959.07000,0.98100,152958805.05400,161.06800,False
153,9,81,72,Hf,   x,-27300.00000,300.00000,7882.00000,2.00000,152970692.00000,322.00000,True
154,42,98,56,Ba,   x,-32820.00000,500.00000,8000.00000,3.00000,153964766.00000,537.00000,True
154,40,97,57,La,   x,-41530.00000,300.00000,8051.00000,2.00000,153955416.00000,322.00000,True
154,38,96,58,Ce,   x,-52220.00000,200.00000,8116.00000,1.00000,153943940.00000,215.00000,True
154,36,95,59,Pr,   +,-58104.97600,113.00900,8148.89200,0.73400,153937621.73800,121.32000,False
154,34,94,60,Nd,   +,-65824.97600,52.64200,8193.94200,0.34200,153929333.97700,56.51300,False
154,32,93,61,Pm,  IT,-68511.97600,46.32600,8206.31000,0.30100,153926449.36400,49.73300,False
154,30,92,62,Sm,    ,-72455.17600,1.46200,8226.83500,0.00900,153922216.16400,1.56900,False
154,28,91,63,Eu,    ,-71738.12100,1.34600,8217.09800,0.00900,153922985.95500,1.44400,False
154,26,90,64,Gd,    ,-73705.95400,1.19700,8224.79600,0.00800,153920873.39800,1.28500,False
154,24,89,65,Tb,   -,-70156.30300,45.31400,8196.66600,0.29400,153924684.10600,48.64600,False
154,22,88,66,Dy,    ,-70393.90700,7.44500,8193.12900,0.04800,153924429.02800,7.99200,False
154,20,87,67,Ho,  -a,-64639.31100,8.22800,8150.68100,0.05300,153930606.84100,8.83300,False
154,18,86,68,Er,    ,-62605.02000,4.98600,8132.39200,0.03200,153932790.74300,5.35300,False
154,16,85,69,Tm,  -a,-54427.13100,14.41200,8074.20800,0.09400,153941570.06700,15.47200,False
154,14,84,70,Yb,    ,-49932.08300,17.28100,8039.93900,0.11200,153946395.70100,18.55200,False
154,12,83,71,Lu,  +a,-39715.00000,196.00000,7969.00000,1.00000,153957364.00000,211.00000,True
154,10,82,72,Hf,   x,-32670.00000,300.00000,7918.00000,2.00000,153964927.00000,322.00000,True
155,41,98,57,La,   x,-37930.00000,400.00000,8028.00000,3.00000,154959280.00000,429.00000,True
155,39,97,58,Ce,   x,-47780.00000,300.00000,8087.00000,2.00000,154948706.00000,322.00000,True
155,37,96,59,Pr,    ,-55415.26800,17.19800,8131.03900,0.11100,154940509.25900,18.46200,False
155,35,95,60,Nd,    ,-62283.72400,9.15300,8170.30400,0.05900,154933135.66800,9.82600,False
155,33,94,61,Pm,    ,-66939.93100,4.71800,8195.29600,0.03000,154928137.02400,5.06500,False
155,31,93,62,Sm,  -n,-70190.81900,1.48700,8211.22300,0.01000,154924647.05100,1.59500,False
155,29,92,63,Eu,    ,-71818.09200,1.40100,8216.67400,0.00900,154922900.10200,1.50400,False
155,27,91,64,Gd,    ,-72069.88000,1.19100,8213.25100,0.00800,154922629.79600,1.27800,False
155,25,90,65,Tb,   +,-71250.05000,9.84900,8202.91400,0.06400,154923509.92100,10.57300,False
155,23,89,66,Dy,    ,-69155.55000,9.66500,8184.35400,0.06200,154925758.45900,10.37500,False
155,21,88,67,Ho,    ,-66039.53900,17.47400,8159.20300,0.11300,154929103.63400,18.75900,False
155,19,87,68,Er,  -a,-62209.18900,6.09800,8129.44400,0.03900,154933215.68400,6.54600,False
155,17,86,69,Tm,  -a,-56625.91300,9.92500,8088.37500,0.06400,154939209.57800,10.65400,False
155,15,85,70,Yb,  -a,-50502.60800,16.60000,8043.82300,0.10700,154945783.21700,17.82000,False
155,13,84,71,Lu,  +a,-42545.04700,19.24600,7987.43600,0.12400,154954326.01100,20.66100,False
155,11,83,72,Hf,   x,-34170.00000,298.00000,7928.00000,2.00000,154963317.00000,320.00000,True
155,9,82,73,Ta,  -p,-23928.00000,300.00000,7857.00000,2.00000,154974312.00000,322.00000,True
156,42,99,57,La,   x,-33050.00000,400.00000,7997.00000,3.00000,155964519.00000,429.00000,True
156,40,98,58,Ce,   x,-44820.00000,300.00000,8068.00000,2.00000,155951884.00000,322.00000,True
156,38,97,59,Pr,   x,-51568.00000,200.00000,8106.00000,1.00000,155944640.00000,215.00000,True
156,36,96,60,Nd,   +,-60473.64400,200.03300,8158.06600,1.28200,155935078.86800,214.74400,False
156,34,95,61,Pm,    ,-64163.64400,3.63100,8176.70500,0.02300,155931117.49000,3.89700,False
156,32,94,62,Sm,    ,-69360.43000,8.54600,8205.00300,0.05500,155925538.51100,9.17400,False
156,30,93,63,Eu,    ,-70082.54800,3.59000,8204.61700,0.02300,155924763.28500,3.85300,False
156,28,92,64,Gd,    ,-72534.91400,1.19000,8215.32200,0.00800,155922130.56200,1.27700,False
156,26,91,65,Tb,    ,-70090.79700,3.81400,8194.63900,0.02400,155924754.43000,4.09400,False
156,24,90,66,Dy,    ,-70528.96400,1.19400,8192.43300,0.00800,155924284.03800,1.28100,False
156,22,89,67,Ho,   -,-65478.96400,60.01200,8155.04600,0.38500,155929705.43600,64.42500,False
156,20,88,68,Er,    ,-64211.70900,24.62900,8141.90800,0.15800,155931065.89000,26.44000,False
156,18,87,69,Tm,    ,-56834.55000,14.27900,8089.60300,0.09200,155938985.59700,15.32800,False
156,16,86,70,Yb,    ,-53265.72100,9.30800,8061.71100,0.06000,155942816.89300,9.99200,False
156,14,85,71,Lu,  -a,-43699.54400,54.12200,7995.37400,0.34700,155953086.60600,58.10200,False
156,12,84,72,Hf,    ,-37816.89600,149.75700,7952.65000,0.96000,155959401.88900,160.77000,False
156,10,83,73,Ta,  -p,-25861.00000,298.00000,7871.00000,2.00000,155972237.00000,320.00000,True
157,41,99,58,Ce,   x,-39930.00000,400.00000,8037.00000,3.00000,156957133.00000,429.00000,True
157,39,98,59,Pr,   x,-48540.00000,300.00000,8086.00000,2.00000,156947890.00000,322.00000,True
157,37,97,60,Nd,    ,-56461.54300,24.91800,8131.95900,0.15900,156939386.03700,26.75000,False
157,35,96,61,Pm,    ,-62297.04300,7.00600,8164.14500,0.04500,156933121.37000,7.52100,False
157,33,95,62,Sm,    ,-66677.57700,4.43300,8187.06300,0.02800,156928418.67300,4.75900,False
